Last_Update,Country_Region,Province_State,Copy_of_Confirmed,Copy_of_Deaths,Copy_of_Recovered
2020-03-15,Canada,New Brunswick,2,0,0
2020-03-15,Canada,Newfoundland and Labrador,2,0,0
2020-03-15,Canada,Ontario,104,0,4
2020-03-15,Canada,Prince Edward Island,4,0,0
2020-03-15,Canada,Quebec,24,0,0
2020-03-15,China,Beijing,442,8,353
2020-03-15,China,Chongqing,4032,42,3990
2020-03-15,China,Gansu,532,8,364
2020-03-15,China,Guangdong,1360,8,1304
2020-03-15,China,Heilongjiang,482,13,453
2020-03-15,China,Hong Kong,145,4,81
2020-03-15,China,Hubei,67794,3085,54288
2020-03-15,China,Jiangsu,4417,0,4417
2020-03-15,China,Liaoning,125,1,114
2020-03-15,China,Sichuan,1078,6,1032
2020-03-15,China,Tianjin,544,12,532
2020-03-15,China,Zhejiang,1231,1,1211
2020-03-15,Denmark,Denmark,864,2,1
2020-03-15,Denmark,Faroe Islands,11,0,0
2020-03-15,France,France,4499,91,12
2020-03-15,France,French Guiana,7,0,0
2020-03-15,France,French Polynesia,12,0,0
2020-03-15,US,Alabama,12,0,0
2020-03-15,US,Arkansas,16,0,0
2020-03-15,US,California,426,6,6
2020-03-15,US,Connecticut,24,0,0
2020-03-15,US,District of Columbia,16,0,0
2020-03-15,US,Florida,115,4,0
2020-03-15,US,Georgia,99,1,0
2020-03-15,US,Guam,9,0,0
2020-03-15,US,Hawaii,6,0,0
2020-03-15,US,Idaho,10,0,0
2020-03-15,US,Illinois,93,0,2
2020-03-15,US,Indiana,20,0,0
2020-03-15,US,Iowa,18,0,0
2020-03-15,US,Kentucky,20,0,0
2020-03-15,US,Louisiana,91,2,0
2020-03-15,US,Maine,12,0,0
2020-03-15,US,Maryland,32,0,0
2020-03-15,US,Michigan,33,0,0
2020-03-15,US,Minnesota,35,0,0
2020-03-15,US,Missouri,5,0,0
2020-03-15,US,Montana,14,0,0
2020-03-15,US,Nebraska,17,0,0
2020-03-15,US,New Jersey,98,2,0
2020-03-15,US,New Mexico,13,0,0
2020-03-15,US,New York,732,3,0
2020-03-15,US,North Carolina,33,0,0
2020-03-15,US,Ohio,37,0,0
2020-03-15,US,Oregon,36,1,0
2020-03-15,US,Texas,72,0,0
2020-03-15,US,Utah,28,0,0
2020-03-15,US,Virginia,45,1,0
2020-03-15,US,Washington,643,40,1
2020-03-15,US,Wisconsin,32,0,1
2020-03-15,US,Wyoming,6,0,0
2020-03-15,United Kingdom,Channel Islands,3,0,0
2020-03-16,Australia,Australian Capital Territory,4,0,0
2020-03-16,Australia,New South Wales,171,2,4
2020-03-16,Australia,Queensland,68,0,8
2020-03-16,Australia,South Australia,58,0,6
2020-03-16,Australia,Tasmania,14,0,0
2020-03-16,Australia,Victoria,71,0,8
2020-03-16,Australia,Western Australia,28,1,0
2020-03-16,Canada,Alberta,56,0,0
2020-03-16,Canada,British Columbia,206,8,8
2020-03-16,Canada,Grand Princess,2,0,0
2020-03-16,Canada,Manitoba,7,0,0
2020-03-16,Canada,New Brunswick,6,0,0
2020-03-16,Canada,Nova Scotia,5,0,0
2020-03-16,Canada,Ontario,177,0,5
2020-03-16,Canada,Quebec,50,0,0
2020-03-16,Canada,Saskatchewan,14,0,0
2020-03-16,China,Beijing,452,8,360
2020-03-16,China,Guangdong,1361,8,1306
2020-03-16,China,Guangxi,252,2,248
2020-03-16,China,Guizhou,146,2,144
2020-03-16,China,Hainan,1176,42,1127
2020-03-16,China,Heilongjiang,482,13,455
2020-03-16,China,Hong Kong,155,4,84
2020-03-16,China,Hubei,67798,3099,55142
2020-03-16,China,Inner Mongolia,225,3,219
2020-03-16,China,Jilin,558,6,552
2020-03-16,China,Liaoning,125,1,115
2020-03-16,China,Macau,11,0,10
2020-03-16,China,Ningxia,2625,0,2625
2020-03-16,China,Shaanxi,245,2,233
2020-03-16,China,Shandong,760,7,746
2020-03-16,China,Shanghai,355,3,325
2020-03-16,China,Yunnan,1232,14,1204
2020-03-16,China,Zhejiang,1231,1,1216
2020-03-16,Denmark,Denmark,914,3,1
2020-03-16,Denmark,Faroe Islands,18,0,0
2020-03-16,France,France,6633,148,12
2020-03-16,France,French Guiana,5,0,0
2020-03-16,France,Guadeloupe,3,0,0
2020-03-16,France,Mayotte,2,0,0
2020-03-16,France,Saint Barthelemy,18,0,0
2020-03-16,Netherlands,Curacao,1,0,0
2020-03-16,Netherlands,Netherlands,1413,24,2
2020-03-16,US,Alabama,29,0,0
2020-03-16,US,Arizona,18,0,1
2020-03-16,US,Arkansas,44,0,0
2020-03-16,US,California,557,7,6
2020-03-16,US,Colorado,160,1,0
2020-03-16,US,Connecticut,30,0,0
2020-03-16,US,Delaware,8,0,0
2020-03-16,US,Diamond Princess,188,0,0
2020-03-16,US,District of Columbia,44,0,0
2020-03-16,US,Florida,155,5,0
2020-03-16,US,Georgia,121,1,0
2020-03-16,US,Grand Princess,20,0,0
2020-03-16,US,Hawaii,7,0,0
2020-03-16,US,Illinois,105,0,2
2020-03-16,US,Indiana,25,1,0
2020-03-16,US,Iowa,46,0,0
2020-03-16,US,Kansas,11,1,0
2020-03-16,US,Kentucky,21,1,1
2020-03-16,US,Louisiana,136,3,0
2020-03-16,US,Maine,17,0,0
2020-03-16,US,Maryland,41,0,3
2020-03-16,US,Massachusetts,197,0,1
2020-03-16,US,Michigan,53,0,0
2020-03-16,US,Minnesota,54,0,0
2020-03-16,US,Mississippi,13,0,0
2020-03-16,US,Missouri,6,0,0
2020-03-16,US,Nebraska,18,0,0
2020-03-16,US,Nevada,45,1,0
2020-03-16,US,New Hampshire,17,0,0
2020-03-16,US,New Jersey,178,2,1
2020-03-16,US,New Mexico,17,0,0
2020-03-16,US,New York,967,10,0
2020-03-16,US,North Carolina,38,0,0
2020-03-16,US,Ohio,50,0,0
2020-03-16,US,Oklahoma,10,0,0
2020-03-16,US,Oregon,39,1,0
2020-03-16,US,Pennsylvania,77,0,0
2020-03-16,US,Puerto Rico,20,0,0
2020-03-16,US,Rhode Island,21,0,0
2020-03-16,US,South Carolina,33,1,0
2020-03-16,US,South Dakota,10,1,0
2020-03-16,US,Tennessee,52,0,0
2020-03-16,US,Texas,85,0,0
2020-03-16,US,Utah,39,0,0
2020-03-16,US,Vermont,24,0,0
2020-03-16,US,Virgin Islands,1,0,0
2020-03-16,US,Virginia,49,1,0
2020-03-16,US,Washington,904,48,1
2020-03-16,US,Wisconsin,47,0,1
2020-03-16,United Kingdom,Cayman Islands,3,3,0
2020-03-16,United Kingdom,Channel Islands,18,0,0
2020-03-16,United Kingdom,United Kingdom,1543,55,20
2020-03-17,Australia,New South Wales,210,4,4
2020-03-17,Australia,Queensland,78,0,8
2020-03-17,Australia,Victoria,94,0,8
2020-03-17,Australia,Western Australia,31,1,0
2020-03-17,Canada,Alberta,74,0,0
2020-03-17,Canada,Grand Princess,8,0,0
2020-03-17,Canada,Manitoba,8,0,0
2020-03-17,Canada,New Brunswick,8,0,0
2020-03-17,Canada,Newfoundland and Labrador,9,0,0
2020-03-17,Canada,Nova Scotia,7,0,0
2020-03-17,Canada,Ontario,185,1,5
2020-03-17,Canada,Quebec,74,0,0
2020-03-17,China,Beijing,456,8,369
2020-03-17,China,Guangdong,1364,8,1307
2020-03-17,China,Guangxi,253,2,248
2020-03-17,China,Guizhou,147,2,144
2020-03-17,China,Heilongjiang,482,13,456
2020-03-17,China,Hong Kong,162,4,88
2020-03-17,China,Hubei,67799,3111,56003
2020-03-17,China,Liaoning,125,1,120
2020-03-17,China,Macau,12,0,10
2020-03-17,China,Shaanxi,246,3,236
2020-03-17,China,Shandong,1522,14,1492
2020-03-17,China,Shanghai,358,3,325
2020-03-17,China,Sichuan,540,3,520
2020-03-17,China,Zhejiang,2464,2,2432
2020-03-17,Denmark,Denmark,977,4,1
2020-03-17,Denmark,Faroe Islands,47,0,0
2020-03-17,France,France,7652,148,12
2020-03-17,France,French Guiana,7,0,0
2020-03-17,France,Guadeloupe,6,0,0
2020-03-17,France,Reunion,9,0,0
2020-03-17,Netherlands,Curacao,6,0,0
2020-03-17,Netherlands,Netherlands,1705,43,2
2020-03-17,US,Alabama,39,0,0
2020-03-17,US,Alaska,3,0,0
2020-03-17,US,Arizona,20,0,1
2020-03-17,US,California,698,12,6
2020-03-17,US,Colorado,160,2,0
2020-03-17,US,Connecticut,136,0,0
2020-03-17,US,Delaware,16,0,0
2020-03-17,US,Florida,216,6,0
2020-03-17,US,Georgia,146,1,0
2020-03-17,US,Grand Princess,42,0,0
2020-03-17,US,Hawaii,10,0,0
2020-03-17,US,Idaho,8,0,0
2020-03-17,US,Illinois,161,1,2
2020-03-17,US,Indiana,30,2,0
2020-03-17,US,Kansas,36,2,0
2020-03-17,US,Kentucky,26,1,1
2020-03-17,US,Louisiana,196,4,0
2020-03-17,US,Maine,32,0,0
2020-03-17,US,Maryland,60,0,3
2020-03-17,US,Massachusetts,218,0,1
2020-03-17,US,Michigan,65,0,0
2020-03-17,US,Minnesota,60,0,0
2020-03-17,US,Mississippi,21,0,0
2020-03-17,US,Missouri,11,0,0
2020-03-17,US,Montana,9,0,0
2020-03-17,US,Nebraska,21,0,0
2020-03-17,US,Nevada,56,1,0
2020-03-17,US,New Hampshire,52,0,0
2020-03-17,US,New Jersey,267,3,1
2020-03-17,US,New Mexico,46,0,0
2020-03-17,US,New York,1706,13,0
2020-03-17,US,North Carolina,64,0,0
2020-03-17,US,North Dakota,3,0,0
2020-03-17,US,Ohio,67,0,0
2020-03-17,US,Oklahoma,38,0,0
2020-03-17,US,Oregon,66,1,0
2020-03-17,US,Pennsylvania,112,0,0
2020-03-17,US,Rhode Island,23,0,0
2020-03-17,US,South Carolina,94,2,0
2020-03-17,US,South Dakota,33,3,0
2020-03-17,US,Tennessee,74,0,0
2020-03-17,US,Texas,110,1,0
2020-03-17,US,Utah,102,0,0
2020-03-17,US,Virgin Islands,4,0,0
2020-03-17,US,Virginia,67,2,0
2020-03-17,US,Washington,1076,55,1
2020-03-17,US,West Virginia,2,0,0
2020-03-17,US,Wisconsin,72,0,1
2020-03-17,US,Wyoming,11,0,0
2020-03-17,United Kingdom,Gibraltar,3,0,1
2020-03-17,United Kingdom,United Kingdom,1950,55,52
2020-03-18,Australia,Australian Capital Territory,3,0,0
2020-03-18,Australia,New South Wales,267,5,4
2020-03-18,Australia,Queensland,94,0,8
2020-03-18,Australia,South Australia,37,0,3
2020-03-18,Australia,Tasmania,10,0,0
2020-03-18,Australia,Victoria,363,0,24
2020-03-18,Australia,Western Australia,35,1,0
2020-03-18,Canada,Alberta,97,0,0
2020-03-18,Canada,British Columbia,186,7,4
2020-03-18,Canada,Grand Princess,18,0,0
2020-03-18,Canada,Manitoba,15,0,0
2020-03-18,Canada,New Brunswick,33,0,0
2020-03-18,Canada,Nova Scotia,12,0,0
2020-03-18,Canada,Ontario,221,1,5
2020-03-18,Canada,Quebec,94,0,0
2020-03-18,Canada,Saskatchewan,8,0,0
2020-03-18,China,Beijing,469,8,378
2020-03-18,China,Guangdong,1370,8,1313
2020-03-18,China,Guangxi,506,4,500
2020-03-18,China,Guizhou,3504,48,3456
2020-03-18,China,Heilongjiang,482,13,459
2020-03-18,China,Hong Kong,181,4,92
2020-03-18,China,Hubei,67800,3122,56927
2020-03-18,China,Liaoning,250,2,244
2020-03-18,China,Macau,15,0,10
2020-03-18,China,Shaanxi,492,6,474
2020-03-18,China,Shanghai,361,3,326
2020-03-18,China,Sichuan,540,3,525
2020-03-18,Cruise Ship,Diamond Princess,2136,21,975
2020-03-18,Denmark,Denmark,1057,4,1
2020-03-18,Denmark,Faroe Islands,58,0,0
2020-03-18,France,France,9043,148,12
2020-03-18,France,French Guiana,0,0,0
2020-03-18,France,Guadeloupe,0,0,0
2020-03-18,France,Mayotte,0,0,0
2020-03-18,France,Reunion,0,0,0
2020-03-18,France,St Martin,3,0,0
2020-03-18,Netherlands,Aruba,4,0,0
2020-03-18,Netherlands,Netherlands,2051,58,2
2020-03-18,US,Alabama,46,0,0
2020-03-18,US,Alaska,6,0,0
2020-03-18,US,Arizona,27,0,0
2020-03-18,US,Arkansas,33,0,0
2020-03-18,US,California,751,13,0
2020-03-18,US,Colorado,184,2,0
2020-03-18,US,Delaware,19,0,0
2020-03-18,US,District of Columbia,31,0,0
2020-03-18,US,Florida,314,7,0
2020-03-18,US,Georgia,199,3,0
2020-03-18,US,Guam,5,0,0
2020-03-18,US,Hawaii,14,0,0
2020-03-18,US,Idaho,9,0,0
2020-03-18,US,Illinois,162,1,0
2020-03-18,US,Indiana,39,2,0
2020-03-18,US,Iowa,29,0,0
2020-03-18,US,Kentucky,27,1,0
2020-03-18,US,Louisiana,257,4,0
2020-03-18,US,Maine,42,0,0
2020-03-18,US,Maryland,85,0,0
2020-03-18,US,Massachusetts,218,0,0
2020-03-18,US,Michigan,83,0,0
2020-03-18,US,Minnesota,77,0,0
2020-03-18,US,Mississippi,34,0,0
2020-03-18,US,Missouri,18,0,0
2020-03-18,US,Montana,22,0,0
2020-03-18,US,Nebraska,24,0,0
2020-03-18,US,Nevada,55,1,0
2020-03-18,US,New Jersey,267,3,0
2020-03-18,US,New York,2495,16,0
2020-03-18,US,North Carolina,70,0,0
2020-03-18,US,North Dakota,6,0,0
2020-03-18,US,Ohio,86,0,0
2020-03-18,US,Oregon,68,2,0
2020-03-18,US,Pennsylvania,152,0,0
2020-03-18,US,Rhode Island,33,0,0
2020-03-18,US,Tennessee,79,0,0
2020-03-18,US,Texas,173,3,0
2020-03-18,US,US,1,0,106
2020-03-18,US,United States Virgin Islands,4,0,0
2020-03-18,US,Vermont,18,0,0
2020-03-18,US,Virginia,77,2,0
2020-03-18,US,Washington,1014,55,0
2020-03-18,US,Wisconsin,92,0,0
2020-03-18,US,Wyoming,15,0,0
2020-03-18,United Kingdom,Gibraltar,8,0,2
2020-03-18,United Kingdom,Montserrat,4,0,0
2020-03-18,United Kingdom,United Kingdom,2626,71,65
2020-03-19,Australia,Australian Capital Territory,4,0,0
2020-03-19,Australia,New South Wales,307,5,4
2020-03-19,Australia,Queensland,144,0,8
2020-03-19,Australia,South Australia,42,0,3
2020-03-19,Australia,Tasmania,20,0,6
2020-03-19,Australia,Western Australia,52,1,0
2020-03-19,Canada,Alberta,119,0,0
2020-03-19,Canada,British Columbia,231,7,4
2020-03-19,Canada,Manitoba,34,0,0
2020-03-19,Canada,Nova Scotia,14,0,0
2020-03-19,Canada,Ontario,257,1,5
2020-03-19,Canada,Prince Edward Island,6,0,0
2020-03-19,Canada,Quebec,121,1,0
2020-03-19,Canada,Saskatchewan,16,0,0
2020-03-19,China,Beijing,480,8,380
2020-03-19,China,Gansu,134,2,91
2020-03-19,China,Guangdong,1378,8,1318
2020-03-19,China,Heilongjiang,483,13,460
2020-03-19,China,Hong Kong,208,4,95
2020-03-19,China,Hubei,67800,3130,57682
2020-03-19,China,Inner Mongolia,300,4,296
2020-03-19,China,Macau,34,0,20
2020-03-19,China,Shandong,761,7,747
2020-03-19,China,Shanghai,363,3,326
2020-03-19,China,Sichuan,540,3,536
2020-03-19,China,Tianjin,411,9,399
2020-03-19,China,Zhejiang,1233,1,1217
2020-03-19,Denmark,Denmark,1151,6,1
2020-03-19,Denmark,Faroe Islands,72,0,0
2020-03-19,Denmark,Greenland,6,0,0
2020-03-19,France,France,10871,243,12
2020-03-19,France,French Polynesia,6,0,0
2020-03-19,France,New Caledonia,4,0,0
2020-03-19,France,St Martin,12,0,0
2020-03-19,Netherlands,Curacao,9,3,0
2020-03-19,Netherlands,Netherlands,2460,76,2
2020-03-19,US,Alabama,78,0,0
2020-03-19,US,Alaska,9,0,0
2020-03-19,US,Arizona,45,0,0
2020-03-19,US,Arkansas,62,0,0
2020-03-19,US,California,952,18,0
2020-03-19,US,Colorado,277,4,0
2020-03-19,US,Connecticut,159,2,0
2020-03-19,US,Delaware,30,0,0
2020-03-19,US,District of Columbia,40,0,0
2020-03-19,US,Florida,417,9,0
2020-03-19,US,Georgia,287,10,0
2020-03-19,US,Grand Princess,22,0,0
2020-03-19,US,Guam,12,0,0
2020-03-19,US,Hawaii,16,0,0
2020-03-19,US,Idaho,11,0,0
2020-03-19,US,Illinois,422,4,0
2020-03-19,US,Indiana,60,2,0
2020-03-19,US,Iowa,44,0,0
2020-03-19,US,Kansas,34,1,0
2020-03-19,US,Kentucky,37,2,0
2020-03-19,US,Louisiana,392,10,0
2020-03-19,US,Maine,52,0,0
2020-03-19,US,Maryland,107,1,0
2020-03-19,US,Massachusetts,328,0,0
2020-03-19,US,Michigan,334,3,0
2020-03-19,US,Minnesota,89,0,0
2020-03-19,US,Mississippi,50,1,0
2020-03-19,US,Missouri,31,1,0
2020-03-19,US,Nebraska,29,0,0
2020-03-19,US,Nevada,95,1,0
2020-03-19,US,New Hampshire,88,0,0
2020-03-19,US,New Jersey,742,9,0
2020-03-19,US,New Mexico,35,0,0
2020-03-19,US,New York,5365,34,0
2020-03-19,US,North Carolina,123,0,0
2020-03-19,US,North Dakota,18,0,0
2020-03-19,US,Ohio,119,0,0
2020-03-19,US,Oklahoma,44,1,0
2020-03-19,US,Oregon,88,3,0
2020-03-19,US,Pennsylvania,206,1,0
2020-03-19,US,Rhode Island,44,0,0
2020-03-19,US,South Carolina,81,1,0
2020-03-19,US,Tennessee,154,0,0
2020-03-19,US,Texas,260,5,0
2020-03-19,US,US,1,0,108
2020-03-19,US,Utah,80,0,0
2020-03-19,US,Vermont,22,0,0
2020-03-19,US,Virgin Islands,3,0,0
2020-03-19,US,Virginia,99,2,0
2020-03-19,US,Washington,1376,74,0
2020-03-19,US,West Virginia,2,0,0
2020-03-19,US,Wisconsin,159,0,0
2020-03-19,US,Wyoming,18,0,0
2020-03-19,United Kingdom,Bermuda,4,0,0
2020-03-19,United Kingdom,Cayman Islands,9,3,0
2020-03-19,United Kingdom,Channel Islands,11,0,0
2020-03-19,United Kingdom,Gibraltar,30,0,6
2020-03-19,United Kingdom,United Kingdom,2689,137,65
2020-03-20,Australia,Australian Capital Territory,6,0,0
2020-03-20,Australia,New South Wales,353,6,4
2020-03-20,Australia,Northern Territory,6,0,0
2020-03-20,Australia,Queensland,184,0,8
2020-03-20,Australia,South Australia,50,0,3
2020-03-20,Australia,Western Australia,64,1,0
2020-03-20,Canada,Alberta,146,1,0
2020-03-20,Canada,British Columbia,271,8,4
2020-03-20,Canada,Grand Princess,20,0,0
2020-03-20,Canada,Newfoundland and Labrador,4,0,0
2020-03-20,Canada,Nova Scotia,15,0,0
2020-03-20,Canada,Ontario,308,2,5
2020-03-20,Canada,Quebec,139,1,0
2020-03-20,Canada,Saskatchewan,20,0,0
2020-03-20,China,Beijing,491,8,390
2020-03-20,China,Fujian,299,1,295
2020-03-20,China,Gansu,134,2,98
2020-03-20,China,Guangdong,1395,8,1323
2020-03-20,China,Guangxi,1524,12,1500
2020-03-20,China,Heilongjiang,968,26,926
2020-03-20,China,Hong Kong,256,4,98
2020-03-20,China,Hubei,67800,3133,58382
2020-03-20,China,Liaoning,252,4,244
2020-03-20,China,Shaanxi,247,3,237
2020-03-20,China,Shandong,762,7,748
2020-03-20,China,Shanghai,371,3,326
2020-03-20,China,Sichuan,541,3,536
2020-03-20,China,Tianjin,137,3,133
2020-03-20,China,Zhejiang,1234,1,1219
2020-03-20,Denmark,Denmark,1255,9,1
2020-03-20,Denmark,Faroe Islands,80,0,0
2020-03-20,France,France,12612,450,12
2020-03-20,France,French Polynesia,11,0,0
2020-03-20,Netherlands,Aruba,10,0,0
2020-03-20,Netherlands,Netherlands,2994,106,2
2020-03-20,Netherlands,Sint Maarten,2,0,0
2020-03-20,US,Alabama,83,0,0
2020-03-20,US,Alaska,12,0,0
2020-03-20,US,Arizona,78,0,0
2020-03-20,US,Arkansas,96,0,0
2020-03-20,US,California,1177,23,0
2020-03-20,US,Colorado,363,4,0
2020-03-20,US,Connecticut,194,3,0
2020-03-20,US,Delaware,38,0,0
2020-03-20,US,Diamond Princess,98,0,0
2020-03-20,US,District of Columbia,71,1,0
2020-03-20,US,Florida,563,10,0
2020-03-20,US,Georgia,420,13,0
2020-03-20,US,Grand Princess,46,0,0
2020-03-20,US,Guam,14,0,0
2020-03-20,US,Hawaii,26,0,0
2020-03-20,US,Idaho,23,0,0
2020-03-20,US,Illinois,585,5,0
2020-03-20,US,Indiana,86,2,0
2020-03-20,US,Iowa,45,0,0
2020-03-20,US,Kansas,44,1,0
2020-03-20,US,Kentucky,47,2,0
2020-03-20,US,Louisiana,538,14,0
2020-03-20,US,Maine,56,0,0
2020-03-20,US,Maryland,149,1,0
2020-03-20,US,Massachusetts,413,1,0
2020-03-20,US,Michigan,552,3,0
2020-03-20,US,Minnesota,115,0,0
2020-03-20,US,Mississippi,80,1,0
2020-03-20,US,Missouri,53,2,0
2020-03-20,US,Montana,15,0,0
2020-03-20,US,Nebraska,37,0,0
2020-03-20,US,Nevada,114,1,0
2020-03-20,US,New Jersey,890,11,0
2020-03-20,US,New Mexico,86,0,0
2020-03-20,US,New York,8310,42,0
2020-03-20,US,North Carolina,172,0,0
2020-03-20,US,North Dakota,19,0,0
2020-03-20,US,Ohio,173,2,0
2020-03-20,US,Oklahoma,49,1,0
2020-03-20,US,Oregon,114,3,0
2020-03-20,US,Pennsylvania,303,1,0
2020-03-20,US,Puerto Rico,14,0,0
2020-03-20,US,Rhode Island,54,0,0
2020-03-20,US,South Carolina,126,1,0
2020-03-20,US,South Dakota,28,2,0
2020-03-20,US,Tennessee,233,0,0
2020-03-20,US,Texas,394,5,0
2020-03-20,US,US,1,0,147
2020-03-20,US,United States Virgin Islands,3,0,0
2020-03-20,US,Utah,78,0,0
2020-03-20,US,Vermont,58,4,0
2020-03-20,US,Virginia,122,2,0
2020-03-20,US,Washington,1524,83,0
2020-03-20,US,West Virginia,7,0,0
2020-03-20,US,Wisconsin,207,3,0
2020-03-20,US,Wyoming,19,0,0
2020-03-20,United Kingdom,Channel Islands,14,0,0
2020-03-20,United Kingdom,Isle of Man,2,0,0
2020-03-20,United Kingdom,United Kingdom,3983,177,65
2020-03-21,Australia,Australian Capital Territory,9,0,0
2020-03-21,Australia,New South Wales,436,6,4
2020-03-21,Australia,Queensland,221,0,8
2020-03-21,Australia,South Australia,67,0,3
2020-03-21,Australia,Tasmania,16,0,3
2020-03-21,Australia,Victoria,229,0,8
2020-03-21,Australia,Western Australia,90,1,0
2020-03-21,Canada,Alberta,195,1,0
2020-03-21,Canada,British Columbia,424,10,4
2020-03-21,Canada,Manitoba,18,0,0
2020-03-21,Canada,New Brunswick,17,0,0
2020-03-21,Canada,Newfoundland and Labrador,6,0,0
2020-03-21,Canada,Northwest Territories,1,0,0
2020-03-21,Canada,Nova Scotia,21,0,0
2020-03-21,Canada,Ontario,377,3,6
2020-03-21,Canada,Quebec,181,5,0
2020-03-21,Canada,Saskatchewan,26,0,0
2020-03-21,China,Beijing,504,8,396
2020-03-21,China,Fujian,303,1,295
2020-03-21,China,Gansu,134,2,113
2020-03-21,China,Guangdong,1400,8,1325
2020-03-21,China,Hong Kong,273,4,98
2020-03-21,China,Hubei,67800,3139,58946
2020-03-21,China,Macau,18,0,10
2020-03-21,China,Shaanxi,496,6,478
2020-03-21,China,Shandong,764,7,749
2020-03-21,China,Shanghai,380,3,327
2020-03-21,China,Sichuan,542,3,536
2020-03-21,China,Zhejiang,1236,1,1219
2020-03-21,Cruise Ship,Diamond Princess,712,8,325
2020-03-21,Denmark,Denmark,1326,13,1
2020-03-21,Denmark,Faroe Islands,92,0,0
2020-03-21,France,France,14282,562,12
2020-03-21,France,French Polynesia,15,0,0
2020-03-21,France,New Caledonia,4,0,0
2020-03-21,Netherlands,Netherlands,3631,136,2
2020-03-21,US,Alabama,131,0,0
2020-03-21,US,Alaska,15,0,0
2020-03-21,US,Arizona,118,1,0
2020-03-21,US,Arkansas,122,0,0
2020-03-21,US,California,1364,24,0
2020-03-21,US,Colorado,390,4,0
2020-03-21,US,Connecticut,194,4,0
2020-03-21,US,Delaware,45,0,0
2020-03-21,US,District of Columbia,98,1,0
2020-03-21,US,Florida,659,13,0
2020-03-21,US,Georgia,507,14,0
2020-03-21,US,Guam,15,0,0
2020-03-21,US,Hawaii,37,0,0
2020-03-21,US,Idaho,36,0,0
2020-03-21,US,Illinois,753,6,0
2020-03-21,US,Indiana,128,4,0
2020-03-21,US,Iowa,68,0,0
2020-03-21,US,Kansas,57,2,0
2020-03-21,US,Kentucky,87,3,0
2020-03-21,US,Louisiana,585,16,0
2020-03-21,US,Maine,70,0,0
2020-03-21,US,Maryland,193,2,0
2020-03-21,US,Massachusetts,525,1,0
2020-03-21,US,Michigan,788,5,0
2020-03-21,US,Minnesota,138,1,0
2020-03-21,US,Mississippi,140,1,0
2020-03-21,US,Missouri,74,3,0
2020-03-21,US,Montana,21,0,0
2020-03-21,US,Nebraska,38,0,0
2020-03-21,US,Nevada,161,2,0
2020-03-21,US,New Hampshire,55,0,0
2020-03-21,US,New Jersey,1327,16,0
2020-03-21,US,New York,11710,60,0
2020-03-21,US,North Carolina,253,0,0
2020-03-21,US,North Dakota,28,0,0
2020-03-21,US,Ohio,248,3,0
2020-03-21,US,Oklahoma,53,1,0
2020-03-21,US,Oregon,114,5,0
2020-03-21,US,Pennsylvania,396,2,0
2020-03-21,US,Puerto Rico,21,1,0
2020-03-21,US,Rhode Island,66,0,0
2020-03-21,US,South Carolina,171,3,0
2020-03-21,US,Tennessee,371,1,0
2020-03-21,US,Texas,581,5,0
2020-03-21,US,US,1,0,171
2020-03-21,US,United States Virgin Islands,6,0,0
2020-03-21,US,Utah,136,0,0
2020-03-21,US,Virginia,156,2,0
2020-03-21,US,Washington,1793,94,0
2020-03-21,US,West Virginia,8,0,0
2020-03-21,US,Wisconsin,282,4,0
2020-03-21,US,Wyoming,23,0,0
2020-03-21,United Kingdom,Bermuda,2,0,0
2020-03-21,United Kingdom,Channel Islands,32,0,0
2020-03-21,United Kingdom,United Kingdom,5018,233,65
2020-03-22,Australia,Australian Capital Territory,19,0,0
2020-03-22,Australia,External territories,0,0,0
2020-03-22,Australia,Jervis Bay Territory,0,0,0
2020-03-22,Australia,New South Wales,669,6,4
2020-03-22,Australia,Northern Territory,5,0,0
2020-03-22,Australia,Queensland,259,0,8
2020-03-22,Australia,South Australia,100,0,6
2020-03-22,Australia,Tasmania,22,0,3
2020-03-22,Australia,Victoria,296,0,70
2020-03-22,Australia,Western Australia,120,1,1
2020-03-22,Canada,Alberta,259,1,0
2020-03-22,Canada,British Columbia,424,10,0
2020-03-22,Canada,Diamond Princess,0,1,0
2020-03-22,Canada,Grand Princess,13,0,0
2020-03-22,Canada,Manitoba,20,0,0
2020-03-22,Canada,New Brunswick,17,0,0
2020-03-22,Canada,Newfoundland and Labrador,9,0,0
2020-03-22,Canada,Northwest Territories,1,0,0
2020-03-22,Canada,Nova Scotia,28,0,0
2020-03-22,Canada,Ontario,425,5,0
2020-03-22,Canada,Prince Edward Island,3,0,0
2020-03-22,Canada,Quebec,219,4,0
2020-03-22,Canada,Saskatchewan,52,0,0
2020-03-22,China,Beijing,514,8,400
2020-03-22,China,Chongqing,577,6,570
2020-03-22,China,Fujian,307,1,295
2020-03-22,China,Gansu,136,2,114
2020-03-22,China,Guangdong,1407,8,1329
2020-03-22,China,Hebei,319,6,310
2020-03-22,China,Heilongjiang,484,13,466
2020-03-22,China,Hong Kong,317,4,100
2020-03-22,China,Hubei,67800,3144,59433
2020-03-22,China,Jiangsu,633,0,631
2020-03-22,China,Jiangxi,936,1,934
2020-03-22,China,Liaoning,126,2,124
2020-03-22,China,Macau,20,0,10
2020-03-22,China,Shandong,766,7,750
2020-03-22,China,Shanghai,394,4,328
2020-03-22,China,Sichuan,543,3,536
